GID,DDP,DDP_year,DHS,DHS_year,MAT,DIAMETRE,STATUT_OBJET,LNG,age
410037488,1962-01-01T00:00:00.000Z,1962,,,FTG,100,EN SERVICE,45.536,23355
410037489,1962-01-01T00:00:00.000Z,1962,,,FTG,100,EN SERVICE,29.444,23355
410037490,1949-01-01T00:00:00.000Z,1949,2007-05-16T09:40:15.000Z,2007,FTG,150,ABANDONNE,13.097,21319
410037491,1949-01-01T00:00:00.000Z,1949,2007-05-16T09:40:15.000Z,2007,FTG,150,ABANDONNE,6.528,21319
410037492,1949-01-01T00:00:00.000Z,1949,2007-04-05T11:52:12.000Z,2007,FTG,150,ABANDONNE,45.455,21278
410037493,1949-01-01T00:00:00.000Z,1949,2007-04-05T11:53:08.000Z,2007,FTG,150,ABANDONNE,39.729,21278
410037494,1949-01-01T00:00:00.000Z,1949,2007-04-05T11:52:12.000Z,2007,FTG,125,ABANDONNE,5.672,21278
410037495,1949-01-01T00:00:00.000Z,1949,2007-04-05T11:50:57.000Z,2007,FTG,125,ABANDONNE,42.119,21278
410037497,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,11.061,28103
410037498,1949-01-01T00:00:00.000Z,1949,,,FTG,80,EN SERVICE,8.858,28103
410037500,1949-01-01T00:00:00.000Z,1949,2007-05-16T09:40:15.000Z,2007,FTG,125,ABANDONNE,5.462,21319
410037501,1965-01-01T00:00:00.000Z,1965,,,FT,150,EN SERVICE,6.741,22259
410816210,1954-01-01T00:00:00.000Z,1954,,,FTG,100,EN SERVICE,62.553,26277
410816214,1970-01-01T00:00:00.000Z,1970,,,FT,40,EN SERVICE,13.133,20433
410037892,1954-01-01T00:00:00.000Z,1954,,,FTG,100,EN SERVICE,9.747,26277
410037893,1954-01-01T00:00:00.000Z,1954,,,FTG,100,EN SERVICE,96.673,26277
410037894,1954-01-01T00:00:00.000Z,1954,,,FTG,100,EN SERVICE,23.095,26277
410037895,1983-01-01T00:00:00.000Z,1983,,,FT,100,EN SERVICE,13.226,15685
410037896,1962-01-01T00:00:00.000Z,1962,,,FTG,100,EN SERVICE,45.743,23355
410037898,1949-01-01T00:00:00.000Z,1949,,,FTG,80,EN SERVICE,7.266,28103
410037899,1949-01-01T00:00:00.000Z,1949,,,FTG,60,EN SERVICE,5.589,28103
410037900,1967-01-01T00:00:00.000Z,1967,,,FT,100,EN SERVICE,40.169,21529
410037901,1967-01-01T00:00:00.000Z,1967,,,FT,100,EN SERVICE,4.906,21529
410037902,1967-01-01T00:00:00.000Z,1967,,,FT,60,EN SERVICE,31.137,21529
410037903,1959-01-01T00:00:00.000Z,1959,,,FTG,150,EN SERVICE,4.368,24451
410037904,1959-01-01T00:00:00.000Z,1959,,,FTG,100,EN SERVICE,34.72,24451
410037905,1959-01-01T00:00:00.000Z,1959,,,FTG,100,EN SERVICE,99.847,24451
410037906,1959-01-01T00:00:00.000Z,1959,,,FTG,100,EN SERVICE,153.32,24451
410816215,1970-01-01T00:00:00.000Z,1970,,,FT,40,EN SERVICE,12.293,20433
410036772,1985-01-01T00:00:00.000Z,1985,,,FT,150,EN SERVICE,101.642,14954
410036775,1962-01-01T00:00:00.000Z,1962,,,FTG,80,EN SERVICE,5.153,23355
410036776,1962-01-01T00:00:00.000Z,1962,,,FTG,80,EN SERVICE,8.949,23355
410036777,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,2.122,28103
410036778,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,2.077,28103
410036780,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,687.69,28103
410036781,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,149.039,28103
410036782,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,128.726,28103
410036783,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,68.14,28103
410036784,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,270.614,28103
410036785,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,193.439,28103
410036786,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,71.829,28103
410036787,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,33.526,28103
410036789,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,10.66,28103
410036790,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,18.719,28103
410036791,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,45.859,28103
410036792,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,68.001,28103
410036793,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,102.611,28103
410037129,1966-01-01T00:00:00.000Z,1966,2007-05-16T09:40:14.000Z,2007,FT,200,ABANDONNE,25.176,15110
410037130,1967-01-01T00:00:00.000Z,1967,,,BTM,600,EN SERVICE,15.555,21529
410037131,1967-01-01T00:00:00.000Z,1967,,,BTM,600,EN SERVICE,23.255,21529
410037132,1967-01-01T00:00:00.000Z,1967,,,BTM,600,EN SERVICE,33.263,21529
410037136,1949-01-01T00:00:00.000Z,1949,2006-03-31T14:11:57.000Z,2006,FTG,250,ABANDONNE,14.376,20908
410037138,1949-01-01T00:00:00.000Z,1949,2006-03-31T14:11:55.000Z,2006,FTG,250,ABANDONNE,5.244,20908
410037139,1949-01-01T00:00:00.000Z,1949,2006-03-31T14:11:55.000Z,2006,FTG,80,ABANDONNE,12.705,20908
410037142,1949-01-01T00:00:00.000Z,1949,2007-04-19T08:07:54.000Z,2007,FTG,100,ABANDONNE,105.779,21292
410037143,1949-01-01T00:00:00.000Z,1949,2007-04-19T07:41:35.000Z,2007,FTG,80,ABANDONNE,40.818,21292
410037145,1951-01-01T00:00:00.000Z,1951,,,FTG,200,EN SERVICE,8.253,27373
410037146,1951-01-01T00:00:00.000Z,1951,,,FTG,200,EN SERVICE,21.508,27373
410037147,1949-01-01T00:00:00.000Z,1949,,,FTG,200,EN SERVICE,23.558,28103
410037148,1973-01-01T00:00:00.000Z,1973,,,FT,100,EN SERVICE,41.433,19337
410037149,1973-01-01T00:00:00.000Z,1973,,,FT,100,EN SERVICE,30.012,19337
410037150,1949-01-01T00:00:00.000Z,1949,,,FTG,200,EN SERVICE,7.613,28103
410037151,1973-01-01T00:00:00.000Z,1973,,,FT,100,EN SERVICE,12.14,19337
410037152,1949-01-01T00:00:00.000Z,1949,,,FTG,200,EN SERVICE,7.101,28103
410037153,1973-01-01T00:00:00.000Z,1973,,,FT,100,EN SERVICE,29.183,19337
410037154,1949-01-01T00:00:00.000Z,1949,,,FTG,200,EN SERVICE,3.559,28103
410037503,1967-01-01T00:00:00.000Z,1967,,,FT,300,EN SERVICE,242.075,21529
410037504,1965-01-01T00:00:00.000Z,1965,,,FT,300,EN SERVICE,246.467,22259
410037505,1965-01-01T00:00:00.000Z,1965,,,FT,300,EN SERVICE,30.804,22259
410037506,1959-01-01T00:00:00.000Z,1959,,,FTG,80,EN SERVICE,13.836,24451
410037507,1959-01-01T00:00:00.000Z,1959,,,FTG,80,EN SERVICE,10.476,24451
410037508,1959-01-01T00:00:00.000Z,1959,,,FTG,150,EN SERVICE,17.283,24451
410037509,1959-01-01T00:00:00.000Z,1959,,,FTG,150,EN SERVICE,64.806,24451
410037510,1959-01-01T00:00:00.000Z,1959,,,FTG,150,EN SERVICE,6.395,24451
410037513,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,11.156,28103
410037515,1949-01-01T00:00:00.000Z,1949,,,BTM,600,EN SERVICE,5.635,28103
410037518,1949-01-01T00:00:00.000Z,1949,,,FTG,300,EN SERVICE,4.622,28103
410037519,1949-01-01T00:00:00.000Z,1949,2003-12-31T23:00:00.000Z,2003,FTG,150,ABANDONNE,9.45,20088
417002401,2014-10-28T00:00:00.000Z,2014,,,FT,150,EN SERVICE,160.211,4062
416001265,2014-01-19T00:00:00.000Z,2014,,,FT,100,EN SERVICE,50.988,4344
416001267,2014-01-19T00:00:00.000Z,2014,,,FT,100,EN SERVICE,17.14,4344
410037527,1985-01-01T00:00:00.000Z,1985,2015-01-08T23:00:00.000Z,2015,FT,150,ABANDONNE,42.261,10965
410037530,1985-01-01T00:00:00.000Z,1985,,,FT,150,EN SERVICE,90.917,14954
410037907,1949-01-01T00:00:00.000Z,1949,,,FTG,80,EN SERVICE,31.149,28103
410037908,1984-01-01T00:00:00.000Z,1984,,,FT,100,EN SERVICE,23.568,15320
410810254,1955-01-01T00:00:00.000Z,1955,2015-04-02T22:00:00.000Z,2015,FTG,400,ABANDONNE,3.675,22006
410037911,1983-01-01T00:00:00.000Z,1983,,,FT,150,EN SERVICE,67.104,15685
410037912,1983-01-01T00:00:00.000Z,1983,,,FT,100,EN SERVICE,48.064,15685
410037913,1983-01-01T00:00:00.000Z,1983,,,FT,100,EN SERVICE,19.827,15685
410037916,1971-01-01T00:00:00.000Z,1971,,,FT,100,EN SERVICE,79.394,20068
410037917,1992-01-01T00:00:00.000Z,1992,,,FT,100,EN SERVICE,9.301,12398
410037918,1992-01-01T00:00:00.000Z,1992,,,FT,100,EN SERVICE,29.762,12398
410037919,1949-01-01T00:00:00.000Z,1949,2020-07-16T22:00:00.000Z,2020,FTG,80,ABANDONNE,54.785,26129
410037920,1970-01-01T00:00:00.000Z,1970,,,FT,150,EN SERVICE,97.247,20433
410037922,1970-01-01T00:00:00.000Z,1970,,,FT,150,EN SERVICE,3.886,20433
410037924,1970-01-01T00:00:00.000Z,1970,,,FT,100,EN SERVICE,51.819,20433
410037925,1949-01-01T00:00:00.000Z,1949,,,FTG,150,EN SERVICE,14.968,28103
410037926,1971-01-01T00:00:00.000Z,1971,,,FT,200,EN SERVICE,19.17,20068
410037927,1971-01-01T00:00:00.000Z,1971,,,FT,200,EN SERVICE,29.145,20068
410037928,1971-01-01T00:00:00.000Z,1971,,,FT,100,EN SERVICE,11.015,20068
410036794,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,63.904,28103
410036795,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,52.431,28103
410036797,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,5.518,28103
410036798,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,4.909,28103
410036800,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,10.773,28103
410036801,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,33.697,28103
410036802,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,24.522,28103
410036803,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,9.29,28103
410036804,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,14.796,28103
410036805,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,100.044,28103
410036806,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,48.974,28103
410036807,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,32.994,28103
410036808,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,1417.393,28103
410036809,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,325.665,28103
410036810,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,100.572,28103
410036811,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,127.775,28103
410037155,1949-01-01T00:00:00.000Z,1949,,,ACIE,200,EN SERVICE,10.839,28103
410037156,1975-01-01T00:00:00.000Z,1975,,,FT,100,EN SERVICE,10.422,18607
410037157,1975-01-01T00:00:00.000Z,1975,,,FT,100,EN SERVICE,18.193,18607
410037158,1949-01-01T00:00:00.000Z,1949,,,FTG,150,EN SERVICE,41.28,28103
410037159,1960-01-01T00:00:00.000Z,1960,,,FTG,150,EN SERVICE,8.409,24086
410037160,1962-01-01T00:00:00.000Z,1962,2019-10-23T22:00:00.000Z,2019,FTG,200,ABANDONNE,3.829,21114
410037163,1969-01-01T00:00:00.000Z,1969,,,FT,80,EN SERVICE,19.224,20798
410037164,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,51.443,28103
410037165,1949-01-01T00:00:00.000Z,1949,,,FTG,200,EN SERVICE,12.607,28103
410037166,1975-01-01T00:00:00.000Z,1975,,,FT,100,EN SERVICE,10.817,18607
410037167,1949-01-01T00:00:00.000Z,1949,,,FTG,200,EN SERVICE,165.293,28103
410037168,1975-01-01T00:00:00.000Z,1975,,,FT,150,EN SERVICE,19.274,18607
410037169,1975-01-01T00:00:00.000Z,1975,,,FT,150,EN SERVICE,14.707,18607
410037170,1970-01-01T00:00:00.000Z,1970,,,FT,150,EN SERVICE,14.509,20433
410037171,1978-01-01T00:00:00.000Z,1978,2007-08-03T13:46:37.000Z,2007,FT,150,ABANDONNE,13.145,10806
410037174,1962-01-01T00:00:00.000Z,1962,2019-10-23T22:00:00.000Z,2019,FTG,200,ABANDONNE,139.28,21114
410037175,1949-01-01T00:00:00.000Z,1949,2019-10-23T22:00:00.000Z,2019,FTG,200,ABANDONNE,64.12,25862
410037176,1981-01-01T00:00:00.000Z,1981,,,FT,150,EN SERVICE,119.789,16415
410037531,1968-01-01T00:00:00.000Z,1968,,,FT,300,EN SERVICE,20.382,21164
410037532,1968-01-01T00:00:00.000Z,1968,,,ACIE,300,EN SERVICE,41.284,21164
410037533,1986-01-01T00:00:00.000Z,1986,,,FT,200,EN SERVICE,96.448,14589
410037535,1965-01-01T00:00:00.000Z,1965,,,FT,80,EN SERVICE,113.161,22259
410037538,1967-01-01T00:00:00.000Z,1967,,,FT,300,EN SERVICE,9.837,21529
410037539,1967-01-01T00:00:00.000Z,1967,,,FT,300,EN SERVICE,73.478,21529
410037540,1967-01-01T00:00:00.000Z,1967,,,FT,300,EN SERVICE,212.741,21529
410037541,1967-01-01T00:00:00.000Z,1967,,,FT,300,EN SERVICE,26.591,21529
410037542,1967-01-01T00:00:00.000Z,1967,,,FT,100,EN SERVICE,23.503,21529
410037543,1967-01-01T00:00:00.000Z,1967,,,FT,80,EN SERVICE,12.797,21529
410037544,1967-01-01T00:00:00.000Z,1967,,,FT,100,EN SERVICE,36.317,21529
410037546,1967-01-01T00:00:00.000Z,1967,,,FT,100,EN SERVICE,23.23,21529
410037547,1949-01-01T00:00:00.000Z,1949,,,FTG,150,EN SERVICE,5.655,28103
410037548,1949-01-01T00:00:00.000Z,1949,,,FTG,150,EN SERVICE,7.082,28103
410037549,1985-01-01T00:00:00.000Z,1985,2015-01-08T23:00:00.000Z,2015,FT,80,ABANDONNE,12.038,10965
410037550,1949-01-01T00:00:00.000Z,1949,2015-01-08T23:00:00.000Z,2015,FTG,60,ABANDONNE,16.511,24114
410037929,1949-01-01T00:00:00.000Z,1949,,,FTG,40,EN SERVICE,61.265,28103
410037931,1951-01-01T00:00:00.000Z,1951,,,FTG,200,EN SERVICE,12.258,27373
410037932,1951-01-01T00:00:00.000Z,1951,,,FTG,200,EN SERVICE,3.792,27373
410037934,1951-01-01T00:00:00.000Z,1951,,,FTG,200,EN SERVICE,41.618,27373
410037935,1951-01-01T00:00:00.000Z,1951,,,FTG,200,EN SERVICE,106.95,27373
410813121,1965-01-01T00:00:00.000Z,1965,,,FT,200,EN SERVICE,108.805,22259
410813122,1965-01-01T00:00:00.000Z,1965,,,FT,200,EN SERVICE,7.145,22259
410037939,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,9.673,28103
410037941,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,11.451,28103
410037942,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,25.858,28103
410037943,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,20.289,28103
410037945,1965-01-01T00:00:00.000Z,1965,,,FT,100,EN SERVICE,18.527,22259
410037946,1965-01-01T00:00:00.000Z,1965,,,FT,80,EN SERVICE,94.183,22259
410037947,1949-01-01T00:00:00.000Z,1949,,,FTG,40,EN SERVICE,57.377,28103
410037948,1949-01-01T00:00:00.000Z,1949,,,FTG,40,EN SERVICE,6.809,28103
410037949,1960-01-01T00:00:00.000Z,1960,,,POLY,36,EN SERVICE,6.256,24086
410037950,1967-01-01T00:00:00.000Z,1967,,,BTM,800,EN SERVICE,79.992,21529
410037952,1974-01-01T00:00:00.000Z,1974,,,FT,100,EN SERVICE,4.225,18972
410036812,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,815.96,28103
410036813,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,61.801,28103
410036814,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,17.226,28103
410036815,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,587.174,28103
410036816,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,82.492,28103
410036817,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,105.785,28103
410036818,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,83.737,28103
410036819,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,271.244,28103
410036820,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,19.49,28103
410036821,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,83.125,28103
410036822,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,9.902,28103
410036823,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,46.498,28103
410036824,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,105.333,28103
410036825,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,112.595,28103
410036826,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,7.838,28103
410036827,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,96.792,28103
410037177,1981-01-01T00:00:00.000Z,1981,,,FT,150,EN SERVICE,5.397,16415
410037178,1981-01-01T00:00:00.000Z,1981,,,FT,150,EN SERVICE,6.901,16415
410037179,1949-01-01T00:00:00.000Z,1949,2019-10-23T22:00:00.000Z,2019,FTG,200,ABANDONNE,7.923,25862
410037180,1981-01-01T00:00:00.000Z,1981,,,FT,150,EN SERVICE,11.714,16415
410037181,1949-01-01T00:00:00.000Z,1949,2019-10-23T22:00:00.000Z,2019,FTG,200,ABANDONNE,81.057,25862
410037182,1949-01-01T00:00:00.000Z,1949,2019-10-23T22:00:00.000Z,2019,FTG,200,ABANDONNE,90.066,25862
410037183,1953-01-01T00:00:00.000Z,1953,,,FTG,200,EN SERVICE,14.816,26642
410037185,1961-01-01T00:00:00.000Z,1961,,,FTG,200,EN SERVICE,42.294,23720
410037186,1949-01-01T00:00:00.000Z,1949,,,FTG,200,EN SERVICE,15.196,28103
410037187,1949-01-01T00:00:00.000Z,1949,,,FTG,200,EN SERVICE,6.307,28103
410037188,1949-01-01T00:00:00.000Z,1949,,,FTG,200,EN SERVICE,6.32,28103
410037189,1975-01-01T00:00:00.000Z,1975,,,FT,100,EN SERVICE,101.316,18607
410037190,1949-01-01T00:00:00.000Z,1949,2007-08-03T13:50:45.000Z,2007,FTG,200,ABANDONNE,31.328,21398
410037191,1949-01-01T00:00:00.000Z,1949,2007-08-03T13:50:45.000Z,2007,FTG,200,ABANDONNE,22.411,21398
410037192,1949-01-01T00:00:00.000Z,1949,2007-08-03T13:50:46.000Z,2007,FTG,150,ABANDONNE,137.01,21398
410037193,1949-01-01T00:00:00.000Z,1949,2007-08-03T13:51:41.000Z,2007,FTG,80,ABANDONNE,53.302,21398
410037194,1970-01-01T00:00:00.000Z,1970,2019-10-23T22:00:00.000Z,2019,FT,100,ABANDONNE,2.349,18192
410037196,1949-01-01T00:00:00.000Z,1949,2007-02-01T09:20:00.000Z,2007,FTG,80,ABANDONNE,31.165,21215
410037552,1956-01-01T00:00:00.000Z,1956,2021-02-01T23:00:00.000Z,2021,FTG,300,ABANDONNE,7.303,23774
410037553,1956-01-01T00:00:00.000Z,1956,2021-02-01T23:00:00.000Z,2021,FTG,300,ABANDONNE,48.305,23774
410037554,1956-01-01T00:00:00.000Z,1956,2021-02-01T23:00:00.000Z,2021,FTG,300,ABANDONNE,29.741,23774
410037555,1956-01-01T00:00:00.000Z,1956,2021-02-01T23:00:00.000Z,2021,FTG,300,ABANDONNE,62.003,23774
410037558,1956-01-01T00:00:00.000Z,1956,2021-02-01T23:00:00.000Z,2021,FTG,300,ABANDONNE,50.225,23774
410037559,1956-01-01T00:00:00.000Z,1956,2021-02-01T23:00:00.000Z,2021,FTG,300,ABANDONNE,20.355,23774
410037560,1956-01-01T00:00:00.000Z,1956,2021-02-01T23:00:00.000Z,2021,FTG,300,ABANDONNE,23.062,23774
410037561,1956-01-01T00:00:00.000Z,1956,2021-02-01T23:00:00.000Z,2021,FTG,300,ABANDONNE,95.703,23774
410037562,1956-01-01T00:00:00.000Z,1956,2021-02-01T23:00:00.000Z,2021,FTG,300,ABANDONNE,72.134,23774
410037563,1956-01-01T00:00:00.000Z,1956,2021-02-01T23:00:00.000Z,2021,FTG,300,ABANDONNE,11.917,23774
410037564,1956-01-01T00:00:00.000Z,1956,2021-02-01T23:00:00.000Z,2021,FTG,300,ABANDONNE,17.563,23774
410037565,1956-01-01T00:00:00.000Z,1956,2021-02-01T23:00:00.000Z,2021,FTG,300,ABANDONNE,76.77,23774
410037566,1956-01-01T00:00:00.000Z,1956,2021-02-01T23:00:00.000Z,2021,FTG,300,ABANDONNE,12.964,23774
410037567,1967-01-01T00:00:00.000Z,1967,,,BTM,600,EN SERVICE,330.797,21529
410037568,1967-01-01T00:00:00.000Z,1967,,,FT,100,EN SERVICE,77.653,21529
410037569,1994-01-01T00:00:00.000Z,1994,,,FT,100,EN SERVICE,87.973,11667
410037570,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,16.481,28103
410037954,1974-01-01T00:00:00.000Z,1974,,,FT,100,EN SERVICE,22.804,18972
410037955,1974-01-01T00:00:00.000Z,1974,,,FT,100,EN SERVICE,59.528,18972
410037956,1974-01-01T00:00:00.000Z,1974,,,FT,100,EN SERVICE,4.664,18972
410037957,1974-01-01T00:00:00.000Z,1974,,,FT,200,EN SERVICE,7.093,18972
410037958,1966-01-01T00:00:00.000Z,1966,,,FT,150,EN SERVICE,20.051,21894
410037959,1966-01-01T00:00:00.000Z,1966,,,FT,150,EN SERVICE,38.586,21894
410037960,1966-01-01T00:00:00.000Z,1966,,,PEHD,110,EN SERVICE,6.478,21894
410037961,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,38.135,28103
410037962,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,5.959,28103
410037963,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,9.926,28103
410037964,1949-01-01T00:00:00.000Z,1949,,,FTG,60,EN SERVICE,59.711,28103
410037965,1949-01-01T00:00:00.000Z,1949,,,FTG,60,EN SERVICE,91.862,28103
410037966,1966-01-01T00:00:00.000Z,1966,,,FT,80,EN SERVICE,44.682,21894
410037971,1965-01-01T00:00:00.000Z,1965,,,FT,150,EN SERVICE,17.034,22259
410037972,1965-01-01T00:00:00.000Z,1965,,,FT,150,EN SERVICE,23.024,22259
410037973,1965-01-01T00:00:00.000Z,1965,,,FT,100,EN SERVICE,5.559,22259
410037974,1949-01-01T00:00:00.000Z,1949,2006-07-17T11:38:02.000Z,2006,FTG,150,ABANDONNE,38.649,21016
410036828,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,109.261,28103
410036829,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,99.783,28103
410036830,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,57.668,28103
410036831,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,263.312,28103
410036832,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,6.524,28103
410036833,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,25.066,28103
410036834,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,65.156,28103
410036835,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,91.999,28103
410036836,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,176.968,28103
410036837,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,15.346,28103
410036838,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,7.752,28103
410036840,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,13.913,28103
410036841,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,3.189,28103
410036843,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,22.18,28103
410036844,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,25.976,28103
410036845,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,51.823,28103
410036846,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,14.518,28103
410036848,1959-01-01T00:00:00.000Z,1959,,,ACIE,200,EN SERVICE,22.05,24451
410037197,1954-01-01T00:00:00.000Z,1954,2019-10-23T22:00:00.000Z,2019,FTG,200,ABANDONNE,5.995,24036
410037199,1949-01-01T00:00:00.000Z,1949,2007-02-01T09:20:12.000Z,2007,FTG,80,ABANDONNE,11.027,21215
410037200,1949-01-01T00:00:00.000Z,1949,2019-10-23T22:00:00.000Z,2019,FTG,200,ABANDONNE,71.354,25862
410037201,1949-01-01T00:00:00.000Z,1949,2019-10-23T22:00:00.000Z,2019,FTG,200,ABANDONNE,275.293,25862
410037204,1949-01-01T00:00:00.000Z,1949,,,FTG,150,EN SERVICE,9.689,28103
410037208,1955-01-01T00:00:00.000Z,1955,2020-06-29T22:00:00.000Z,2020,FTG,150,ABANDONNE,10.323,23921
410037209,1955-01-01T00:00:00.000Z,1955,2020-06-29T22:00:00.000Z,2020,FTG,150,ABANDONNE,52.028,23921
410037210,1957-01-01T00:00:00.000Z,1957,2020-06-29T22:00:00.000Z,2020,FTG,150,ABANDONNE,32.75,23190
410037211,1957-01-01T00:00:00.000Z,1957,2020-06-29T22:00:00.000Z,2020,FTG,150,ABANDONNE,114.415,23190
410037212,1949-01-01T00:00:00.000Z,1949,2007-08-03T13:41:36.000Z,2007,FTG,150,ABANDONNE,152.981,21398
410037213,1975-01-01T00:00:00.000Z,1975,,,FT,100,EN SERVICE,6.952,18607
410037214,1949-01-01T00:00:00.000Z,1949,2020-06-29T22:00:00.000Z,2020,FTG,100,ABANDONNE,7.718,26112
410037216,1980-01-01T00:00:00.000Z,1980,,,FT,100,EN SERVICE,109.358,16781
410037218,1975-01-01T00:00:00.000Z,1975,,,FT,150,EN SERVICE,21.585,18607
410037219,1975-01-01T00:00:00.000Z,1975,,,FT,100,EN SERVICE,15.62,18607
410904723,2013-01-01T00:00:00.000Z,2013,,,FT,400,EN SERVICE,20.415,4727
410904722,2013-01-01T00:00:00.000Z,2013,,,FTVI,400,EN SERVICE,35.703,4727
410037573,1994-01-01T00:00:00.000Z,1994,,,FT,100,EN SERVICE,6.188,11667
410037574,1994-01-01T00:00:00.000Z,1994,,,FT,100,EN SERVICE,4.54,11667
410037575,1994-01-01T00:00:00.000Z,1994,,,FT,100,EN SERVICE,38.233,11667
410037578,1955-01-01T00:00:00.000Z,1955,2020-09-15T22:00:00.000Z,2020,FTG,150,ABANDONNE,2.88,23999
410037579,1994-01-01T00:00:00.000Z,1994,,,PEHD,90,EN SERVICE,5.422,11667
