GID,DDP,DDP_year,DHS,DHS_year,MAT,DIAMETRE,STATUT_OBJET,LNG,age
410000360,1949-01-01T00:00:00.000Z,1949,,,FTG,120,EN SERVICE,200.398,28103
410000363,1988-01-01T00:00:00.000Z,1988,2022-03-15T23:00:00.000Z,2022,FT,100,ABANDONNE,1.771,12493
410000367,1949-01-01T00:00:00.000Z,1949,2022-02-08T23:00:00.000Z,2022,FTG,100,ABANDONNE,57.221,26702
410000369,1949-01-01T00:00:00.000Z,1949,,,FTG,150,EN SERVICE,5.024,28103
410000948,1977-01-01T00:00:00.000Z,1977,,,FT,100,EN SERVICE,35.645,17876
410000949,1977-01-01T00:00:00.000Z,1977,,,FT,100,EN SERVICE,60.057,17876
410000950,1977-01-01T00:00:00.000Z,1977,,,FT,100,EN SERVICE,117.928,17876
410000951,1949-01-01T00:00:00.000Z,1949,2015-06-17T22:00:00.000Z,2015,FTG,100,ABANDONNE,28.779,24273
410810774,1989-01-01T00:00:00.000Z,1989,,,FT,100,EN SERVICE,0.554,13493
410000953,1989-01-01T00:00:00.000Z,1989,2015-06-17T22:00:00.000Z,2015,FT,100,ABANDONNE,1.166,9663
410000955,1949-01-01T00:00:00.000Z,1949,,,FTG,150,EN SERVICE,12.49,28103
410000956,1960-01-01T00:00:00.000Z,1960,,,POLY,51,EN SERVICE,7.975,24086
410000958,1949-01-01T00:00:00.000Z,1949,2005-06-10T08:34:16.000Z,2005,FTG,250,ABANDONNE,37.291,20614
410000959,1949-01-01T00:00:00.000Z,1949,2005-06-10T08:31:40.000Z,2005,FTG,300,ABANDONNE,6.3,20614
410000961,1949-01-01T00:00:00.000Z,1949,2005-06-10T08:26:04.000Z,2005,FTG,150,ABANDONNE,10.257,20614
410000962,1949-01-01T00:00:00.000Z,1949,2005-06-10T08:24:43.000Z,2005,FTG,150,ABANDONNE,13.714,20614
410000968,1949-01-01T00:00:00.000Z,1949,,,FTG,150,EN SERVICE,22.013,28103
410000971,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,20.519,28103
410000975,1964-01-01T00:00:00.000Z,1964,2023-02-26T23:00:00.000Z,2023,FT,300,ABANDONNE,18.709,21607
410000976,1949-01-01T00:00:00.000Z,1949,2005-06-10T08:38:59.000Z,2005,FTG,250,ABANDONNE,73.758,20614
410000977,1949-01-01T00:00:00.000Z,1949,2005-04-07T12:38:58.000Z,2005,FTG,250,ABANDONNE,30.657,20550
410001394,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,5.582,28103
410001395,1926-01-01T00:00:00.000Z,1926,,,FTG,250,EN SERVICE,23.14,36504
410001396,1926-01-01T00:00:00.000Z,1926,,,FTG,250,EN SERVICE,27.745,36504
410001397,1954-01-01T00:00:00.000Z,1954,,,FTG,250,EN SERVICE,41.822,26277
410001398,1954-01-01T00:00:00.000Z,1954,,,FTG,250,EN SERVICE,213.38,26277
410001399,1949-01-01T00:00:00.000Z,1949,,,FTG,250,EN SERVICE,2.834,28103
410001400,1949-01-01T00:00:00.000Z,1949,,,FTG,250,EN SERVICE,4.419,28103
410001401,1949-01-01T00:00:00.000Z,1949,,,FTG,250,EN SERVICE,3.243,28103
410001402,1965-01-01T00:00:00.000Z,1965,,,FT,150,EN SERVICE,194.911,22259
410001404,1990-01-01T00:00:00.000Z,1990,,,FT,100,EN SERVICE,116.891,13128
410001405,1990-01-01T00:00:00.000Z,1990,,,FT,100,EN SERVICE,4.199,13128
410001407,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,6.148,28103
410001408,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,4.15,28103
410001409,1990-01-01T00:00:00.000Z,1990,,,POLY,32,EN SERVICE,7.481,13128
410001410,1955-01-01T00:00:00.000Z,1955,,,FTG,100,EN SERVICE,93.467,25912
410001411,1955-01-01T00:00:00.000Z,1955,,,FTG,100,EN SERVICE,93.068,25912
410001412,1926-01-01T00:00:00.000Z,1926,,,FTG,250,EN SERVICE,8.321,36504
410001413,1926-01-01T00:00:00.000Z,1926,,,FTG,250,EN SERVICE,30.831,36504
410000370,1949-01-01T00:00:00.000Z,1949,,,FTG,150,EN SERVICE,11.903,28103
410000371,1949-01-01T00:00:00.000Z,1949,,,FTG,150,EN SERVICE,4.319,28103
410000372,1949-01-01T00:00:00.000Z,1949,,,FTG,150,EN SERVICE,9.622,28103
410000374,1949-01-01T00:00:00.000Z,1949,2002-12-31T23:00:00.000Z,2002,FTG,80,ABANDONNE,5.739,19723
410000375,1989-01-01T00:00:00.000Z,1989,,,FT,100,EN SERVICE,8.402,13493
410000378,1949-01-01T00:00:00.000Z,1949,2002-12-31T23:00:00.000Z,2002,FTG,300,ABANDONNE,29.597,19723
410000379,1949-01-01T00:00:00.000Z,1949,2007-08-30T13:43:46.000Z,2007,FTG,300,ABANDONNE,60.541,21425
410000382,1960-01-01T00:00:00.000Z,1960,,,POLY,51,EN SERVICE,148.875,24086
410000384,1949-01-01T00:00:00.000Z,1949,,,FTG,40,EN SERVICE,90.687,28103
410000385,1949-01-01T00:00:00.000Z,1949,,,FTG,40,EN SERVICE,107.219,28103
410000386,1960-01-01T00:00:00.000Z,1960,,,POLY,36,EN SERVICE,6.2,24086
410000387,1949-01-01T00:00:00.000Z,1949,,,FTG,60,EN SERVICE,7.224,28103
410000389,1960-01-01T00:00:00.000Z,1960,2016-11-23T23:00:00.000Z,2016,POLY,51,ABANDONNE,53.482,20782
410000391,1979-01-01T00:00:00.000Z,1979,2016-11-23T23:00:00.000Z,2016,FT,100,ABANDONNE,19.724,13842
410000392,1979-01-01T00:00:00.000Z,1979,2016-11-23T23:00:00.000Z,2016,FT,100,ABANDONNE,2.203,13842
410000393,1960-01-01T00:00:00.000Z,1960,2016-11-23T23:00:00.000Z,2016,POLY,36,ABANDONNE,7.131,20782
410000394,1949-01-01T00:00:00.000Z,1949,2016-11-23T23:00:00.000Z,2016,FTG,60,ABANDONNE,79.578,24799
410000978,1949-01-01T00:00:00.000Z,1949,2005-04-07T12:49:59.000Z,2005,FTG,250,ABANDONNE,9.253,20550
410000980,1949-01-01T00:00:00.000Z,1949,2005-04-07T12:49:37.000Z,2005,FTG,150,ABANDONNE,6.178,20550
410000983,1966-01-01T00:00:00.000Z,1966,2023-01-29T23:00:00.000Z,2023,FT,150,ABANDONNE,1.99,20848
410000984,1949-01-01T00:00:00.000Z,1949,2005-04-07T13:17:54.000Z,2005,FTG,125,ABANDONNE,52.53,20550
410000985,1949-01-01T00:00:00.000Z,1949,2005-04-07T13:22:34.000Z,2005,FTG,125,ABANDONNE,14.591,20550
410000987,1949-01-01T00:00:00.000Z,1949,2005-04-07T13:22:14.000Z,2005,FTG,125,ABANDONNE,19.682,20550
410000991,1949-01-01T00:00:00.000Z,1949,2005-04-07T14:15:27.000Z,2005,FTG,125,ABANDONNE,88.205,20550
410000992,1949-01-01T00:00:00.000Z,1949,2005-04-07T14:14:28.000Z,2005,FTG,150,ABANDONNE,9.506,20550
410000993,1949-01-01T00:00:00.000Z,1949,2004-07-22T12:41:21.000Z,2004,FTG,150,ABANDONNE,16.332,20291
410000998,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,13.356,28103
410000999,1949-01-01T00:00:00.000Z,1949,2004-07-22T12:41:51.000Z,2004,FTG,150,ABANDONNE,14.822,20291
410001000,1949-01-01T00:00:00.000Z,1949,2004-07-22T12:42:47.000Z,2004,FTG,150,ABANDONNE,14.355,20291
410001001,1949-01-01T00:00:00.000Z,1949,2004-07-22T12:43:18.000Z,2004,FTG,150,ABANDONNE,5.929,20291
410001003,1949-01-01T00:00:00.000Z,1949,2004-07-22T12:44:05.000Z,2004,FTG,150,ABANDONNE,40.476,20291
410001004,1949-01-01T00:00:00.000Z,1949,2005-04-07T14:19:05.000Z,2005,FTG,125,ABANDONNE,70.523,20550
410001005,1949-01-01T00:00:00.000Z,1949,2005-04-07T14:17:49.000Z,2005,FTG,125,ABANDONNE,18.506,20550
410001006,1963-01-01T00:00:00.000Z,1963,,,FT,200,EN SERVICE,30.648,22990
410001007,1963-01-01T00:00:00.000Z,1963,,,FT,200,EN SERVICE,21.829,22990
410001393,1949-01-01T00:00:00.000Z,1949,,,FTG,50,EN SERVICE,16.053,28103
410001414,1926-01-01T00:00:00.000Z,1926,,,FTG,250,EN SERVICE,8.482,36504
410001415,1926-01-01T00:00:00.000Z,1926,,,FTG,250,EN SERVICE,19.835,36504
410001416,1926-01-01T00:00:00.000Z,1926,,,FTG,250,EN SERVICE,70.872,36504
410001419,1949-01-01T00:00:00.000Z,1949,,,FTG,60,EN SERVICE,15.491,28103
410001420,1949-01-01T00:00:00.000Z,1949,2005-07-20T08:49:46.000Z,2005,FTG,60,ABANDONNE,35.313,20654
410001421,1949-01-01T00:00:00.000Z,1949,2005-07-20T08:49:24.000Z,2005,FTG,60,ABANDONNE,81.12,20654
410001422,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,8.72,28103
410001423,1986-01-01T00:00:00.000Z,1986,,,FT,100,EN SERVICE,88.749,14589
410001424,1949-01-01T00:00:00.000Z,1949,2005-07-20T08:50:35.000Z,2005,FTG,60,ABANDONNE,2.56,20654
410001425,1968-01-01T00:00:00.000Z,1968,,,FT,100,EN SERVICE,20.116,21164
410001426,1964-01-01T00:00:00.000Z,1964,,,FT,100,EN SERVICE,113.586,22625
410001427,1949-01-01T00:00:00.000Z,1949,2005-05-04T13:26:51.000Z,2005,FTG,60,ABANDONNE,68.046,20577
410001428,1964-01-01T00:00:00.000Z,1964,,,FT,100,EN SERVICE,3.789,22625
410001429,1949-01-01T00:00:00.000Z,1949,2005-05-04T13:25:46.000Z,2005,FTG,100,ABANDONNE,12.173,20577
410001430,1949-01-01T00:00:00.000Z,1949,,,FTG,80,EN SERVICE,32.125,28103
410001431,1949-01-01T00:00:00.000Z,1949,,,FTG,80,EN SERVICE,16.299,28103
410000398,1994-01-01T00:00:00.000Z,1994,,,FT,100,EN SERVICE,1.137,11667
410000399,1994-01-01T00:00:00.000Z,1994,,,FT,100,EN SERVICE,1.331,11667
410000400,1994-01-01T00:00:00.000Z,1994,,,POLY,51,EN SERVICE,6.858,11667
410000401,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,28.639,28103
410000404,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,99.228,28103
410000405,1979-01-01T00:00:00.000Z,1979,,,FT,100,EN SERVICE,157.273,17146
410000406,1989-01-01T00:00:00.000Z,1989,,,FT,100,EN SERVICE,36.712,13493
410000407,1989-01-01T00:00:00.000Z,1989,,,FT,100,EN SERVICE,41.94,13493
410000408,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,5.733,28103
410000409,1949-01-01T00:00:00.000Z,1949,,,FTG,80,EN SERVICE,81.877,28103
410000412,1982-01-01T00:00:00.000Z,1982,,,POLY,36,EN SERVICE,50.287,16050
410000415,1994-01-01T00:00:00.000Z,1994,,,FT,100,EN SERVICE,5.674,11667
410000416,1994-01-01T00:00:00.000Z,1994,,,FT,100,EN SERVICE,5.967,11667
410000418,1979-01-01T00:00:00.000Z,1979,,,FT,100,EN SERVICE,235.652,17146
410000420,1981-01-01T00:00:00.000Z,1981,,,FT,150,EN SERVICE,33.701,16415
410000421,1981-01-01T00:00:00.000Z,1981,,,FT,150,EN SERVICE,44.234,16415
410000422,1981-01-01T00:00:00.000Z,1981,,,FT,150,EN SERVICE,1.114,16415
410001008,1963-01-01T00:00:00.000Z,1963,,,FT,200,EN SERVICE,35.799,22990
410955415,1958-01-01T00:00:00.000Z,1958,2023-06-30T22:00:00.000Z,2023,FTG,100,ABANDONNE,195.626,23921
410001010,1949-01-01T00:00:00.000Z,1949,2004-07-22T12:52:50.000Z,2004,FTG,60,ABANDONNE,18.257,20291
410967586,1962-01-01T00:00:00.000Z,1962,,,FTG,150,EN SERVICE,17.694,23355
410001012,1949-01-01T00:00:00.000Z,1949,2004-07-22T12:50:29.000Z,2004,FTG,60,ABANDONNE,17.962,20291
410955465,2023-04-28T00:00:00.000Z,2023,,,FTVI,100,EN SERVICE,6.13,958
410001014,1987-01-01T00:00:00.000Z,1987,,,FT,80,EN SERVICE,8.7,14224
410001015,1987-01-01T00:00:00.000Z,1987,,,FT,100,EN SERVICE,39.832,14224
410001018,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,8.101,28103
410955466,2023-04-28T00:00:00.000Z,2023,,,FTVI,100,EN SERVICE,4.76,958
410001022,1987-01-01T00:00:00.000Z,1987,2015-07-05T22:00:00.000Z,2015,FT,80,ABANDONNE,80.01,10412
410001023,1949-01-01T00:00:00.000Z,1949,2015-07-05T22:00:00.000Z,2015,FTG,40,ABANDONNE,138.208,24291
410001024,1988-01-01T00:00:00.000Z,1988,,,FT,100,EN SERVICE,19.302,13859
410001026,1988-01-01T00:00:00.000Z,1988,,,FT,100,EN SERVICE,14.889,13859
410001035,1988-01-01T00:00:00.000Z,1988,,,FT,100,EN SERVICE,8.267,13859
410001036,1988-01-01T00:00:00.000Z,1988,,,ACIE,100,EN SERVICE,13.191,13859
410000008,1993-01-01T00:00:00.000Z,1993,,,BTM,1000,EN SERVICE,74.574,12032
410000010,1985-01-01T00:00:00.000Z,1985,,,BTM,1200,EN SERVICE,37.876,14954
410000003,1985-01-01T00:00:00.000Z,1985,,,BTM,900,EN SERVICE,28.14,14954
410000011,1985-01-01T00:00:00.000Z,1985,,,BTM,1200,EN SERVICE,81.677,14954
410000012,1985-01-01T00:00:00.000Z,1985,,,BTM,1200,EN SERVICE,28.357,14954
410000013,1985-01-01T00:00:00.000Z,1985,,,BTM,1200,EN SERVICE,99.08,14954
410000014,1985-01-01T00:00:00.000Z,1985,,,BTM,1200,EN SERVICE,11.527,14954
410000015,1985-01-01T00:00:00.000Z,1985,,,FT,300,EN SERVICE,6.437,14954
410000017,1967-01-01T00:00:00.000Z,1967,,,FT,300,EN SERVICE,131.681,21529
410000020,1985-01-01T00:00:00.000Z,1985,,,BTM,900,EN SERVICE,92.381,14954
410000022,1970-01-01T00:00:00.000Z,1970,,,FT,300,EN SERVICE,113.417,20433
410000023,1985-01-01T00:00:00.000Z,1985,,,BTM,1200,EN SERVICE,44.285,14954
410000025,1985-01-01T00:00:00.000Z,1985,,,BTM,1200,EN SERVICE,71.806,14954
410000009,1985-01-01T00:00:00.000Z,1985,,,BTM,1000,EN SERVICE,85.995,14954
410000026,1985-01-01T00:00:00.000Z,1985,,,BTM,1200,EN SERVICE,24.034,14954
410000027,1968-01-01T00:00:00.000Z,1968,,,BTM,1200,EN SERVICE,24.41,21164
410000423,1981-01-01T00:00:00.000Z,1981,,,FT,150,EN SERVICE,2.924,16415
410000424,1994-01-01T00:00:00.000Z,1994,,,FT,100,EN SERVICE,20.036,11667
410000425,1994-01-01T00:00:00.000Z,1994,,,FT,100,EN SERVICE,13.859,11667
410000426,1994-01-01T00:00:00.000Z,1994,,,FT,100,EN SERVICE,12.052,11667
410000427,1986-01-01T00:00:00.000Z,1986,,,FT,150,EN SERVICE,3.309,14589
410000428,1986-01-01T00:00:00.000Z,1986,,,FT,150,EN SERVICE,4.328,14589
410000429,1986-01-01T00:00:00.000Z,1986,,,FT,150,EN SERVICE,1.102,14589
410000431,1994-01-01T00:00:00.000Z,1994,,,FT,100,EN SERVICE,16.31,11667
410000432,1994-01-01T00:00:00.000Z,1994,,,FT,100,EN SERVICE,25.144,11667
410000433,1994-01-01T00:00:00.000Z,1994,,,FT,100,EN SERVICE,4.19,11667
410000434,1994-01-01T00:00:00.000Z,1994,,,FT,100,EN SERVICE,26.046,11667
410000435,1994-01-01T00:00:00.000Z,1994,,,FT,100,EN SERVICE,51.405,11667
410000439,1970-01-01T00:00:00.000Z,1970,,,FT,100,EN SERVICE,17.291,20433
410000440,1974-01-01T00:00:00.000Z,1974,,,FT,100,EN SERVICE,194.7,18972
410000441,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,25.442,28103
410000445,1975-01-01T00:00:00.000Z,1975,2005-07-28T06:51:19.000Z,2005,FT,100,ABANDONNE,17.967,11166
410000451,1989-01-01T00:00:00.000Z,1989,,,FT,200,EN SERVICE,7.598,13493
410000452,1989-01-01T00:00:00.000Z,1989,,,FT,200,EN SERVICE,24.509,13493
410001037,1949-01-01T00:00:00.000Z,1949,,,FTG,80,EN SERVICE,10.62,28103
410001040,1988-01-01T00:00:00.000Z,1988,,,FT,100,EN SERVICE,29.131,13859
410001044,1977-01-01T00:00:00.000Z,1977,2004-11-16T13:53:36.000Z,2004,FT,150,ABANDONNE,8.076,10181
410001045,1977-01-01T00:00:00.000Z,1977,,,FT,150,EN SERVICE,41.161,17876
410001046,2004-01-01T00:00:00.000Z,2004,,,FT,150,EN SERVICE,23.277,8015
410001047,1949-01-01T00:00:00.000Z,1949,2004-11-16T13:52:16.000Z,2004,FTG,80,ABANDONNE,36.015,20408
410001052,1949-01-01T00:00:00.000Z,1949,2004-12-20T11:10:09.000Z,2004,FTG,200,ABANDONNE,84.076,20442
410001058,1949-01-01T00:00:00.000Z,1949,2004-12-31T23:00:00.000Z,2004,FTG,80,ABANDONNE,29.926,20454
410001059,1949-01-01T00:00:00.000Z,1949,2004-12-31T23:00:00.000Z,2004,FTG,100,ABANDONNE,64.016,20454
410001061,1949-01-01T00:00:00.000Z,1949,2006-04-28T13:52:17.000Z,2006,FTG,80,ABANDONNE,48.885,20936
410001062,1949-01-01T00:00:00.000Z,1949,2004-12-31T23:00:00.000Z,2004,FTG,250,ABANDONNE,16.528,20454
410001063,1949-01-01T00:00:00.000Z,1949,2004-12-31T23:00:00.000Z,2004,FTG,250,ABANDONNE,16.327,20454
410001064,1949-01-01T00:00:00.000Z,1949,2004-12-31T23:00:00.000Z,2004,FTG,250,ABANDONNE,80.123,20454
410001069,1949-01-01T00:00:00.000Z,1949,2004-12-31T23:00:00.000Z,2004,FTG,100,ABANDONNE,14.646,20454
410001071,1980-01-01T00:00:00.000Z,1980,,,FT,250,EN SERVICE,2.777,16781
410001072,1980-01-01T00:00:00.000Z,1980,,,FT,250,EN SERVICE,10.781,16781
410001075,1949-01-01T00:00:00.000Z,1949,2006-04-27T13:48:28.000Z,2006,FTG,100,ABANDONNE,4.13,20935
410001076,1980-01-01T00:00:00.000Z,1980,2006-04-27T13:47:16.000Z,2006,FT,100,ABANDONNE,4.152,9613
410001079,1957-01-01T00:00:00.000Z,1957,,,FTG,250,EN SERVICE,5.434,25181
410000028,1968-01-01T00:00:00.000Z,1968,,,BTM,1200,EN SERVICE,273.998,21164
410000029,1968-01-01T00:00:00.000Z,1968,,,BTM,1200,EN SERVICE,167.698,21164
410000033,1967-01-01T00:00:00.000Z,1967,,,BTM,250,EN SERVICE,7.46,21529
410000035,1967-01-01T00:00:00.000Z,1967,,,BTM,900,EN SERVICE,62.81,21529
410000038,1967-01-01T00:00:00.000Z,1967,,,BTM,900,EN SERVICE,11.094,21529
410000039,1967-01-01T00:00:00.000Z,1967,,,BTM,900,EN SERVICE,6.132,21529
410000040,1967-01-01T00:00:00.000Z,1967,,,BTM,900,EN SERVICE,5.5,21529
410000042,1967-01-01T00:00:00.000Z,1967,2006-04-28T13:47:43.000Z,2006,BTM,900,ABANDONNE,74.518,14362
410000044,1989-01-01T00:00:00.000Z,1989,,,FT,80,EN SERVICE,25.112,13493
410000045,1989-01-01T00:00:00.000Z,1989,,,FT,80,EN SERVICE,58.68,13493
410000046,1989-01-01T00:00:00.000Z,1989,,,FT,80,EN SERVICE,69.151,13493
410000047,1970-01-01T00:00:00.000Z,1970,,,FT,300,EN SERVICE,6.593,20433
410000050,1970-01-01T00:00:00.000Z,1970,,,FT,100,EN SERVICE,16.91,20433
410000051,1970-01-01T00:00:00.000Z,1970,,,FT,300,EN SERVICE,62.246,20433
410000052,1967-01-01T00:00:00.000Z,1967,2004-12-31T23:00:00.000Z,2004,FT,300,ABANDONNE,18.056,13880
410000453,1989-01-01T00:00:00.000Z,1989,,,FT,200,EN SERVICE,36.988,13493
410000455,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,11.094,28103
410000456,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,6.22,28103
410000457,1949-01-01T00:00:00.000Z,1949,,,FTG,60,EN SERVICE,3.659,28103
410000458,1949-01-01T00:00:00.000Z,1949,,,FTG,60,EN SERVICE,12.397,28103
410000459,1949-01-01T00:00:00.000Z,1949,,,FTG,60,EN SERVICE,1.927,28103
410000460,1960-01-01T00:00:00.000Z,1960,,,POLY,36,EN SERVICE,6.875,24086
410000461,1949-01-01T00:00:00.000Z,1949,,,FTG,60,EN SERVICE,22.053,28103
410000462,1994-01-01T00:00:00.000Z,1994,,,FT,100,EN SERVICE,6.93,11667
410000467,1994-01-01T00:00:00.000Z,1994,,,FT,100,EN SERVICE,4.772,11667
410000470,1989-01-01T00:00:00.000Z,1989,,,FT,200,EN SERVICE,18.948,13493
410000471,1989-01-01T00:00:00.000Z,1989,,,FT,200,EN SERVICE,5.768,13493
410000472,1989-01-01T00:00:00.000Z,1989,,,FT,200,EN SERVICE,17.683,13493
410000473,1989-01-01T00:00:00.000Z,1989,,,FT,200,EN SERVICE,1.122,13493
410000474,1989-01-01T00:00:00.000Z,1989,,,FT,200,EN SERVICE,27.319,13493
410000475,1989-01-01T00:00:00.000Z,1989,,,FT,200,EN SERVICE,24.141,13493
410000476,1949-01-01T00:00:00.000Z,1949,,,FTG,200,EN SERVICE,13.297,28103
410000478,1949-01-01T00:00:00.000Z,1949,,,FTG,300,EN SERVICE,5.492,28103
410000480,1949-01-01T00:00:00.000Z,1949,,,FTG,300,EN SERVICE,0.977,28103
410000481,1949-01-01T00:00:00.000Z,1949,,,FTG,300,EN SERVICE,3.215,28103
410001080,1957-01-01T00:00:00.000Z,1957,,,FTG,250,EN SERVICE,40.169,25181
410001082,1960-01-01T00:00:00.000Z,1960,2011-02-10T08:37:22.000Z,2011,POLY,36,ABANDONNE,91.091,18668
410810260,1964-01-01T00:00:00.000Z,1964,2015-04-07T22:00:00.000Z,2015,FT,150,ABANDONNE,1.053,18724
410001091,1957-01-01T00:00:00.000Z,1957,,,FTG,250,EN SERVICE,18.404,25181
410001092,1965-01-01T00:00:00.000Z,1965,,,ACIE,250,EN SERVICE,72.263,22259
410001094,1949-01-01T00:00:00.000Z,1949,2004-12-31T23:00:00.000Z,2004,FTG,250,ABANDONNE,102.054,20454
410001095,1949-01-01T00:00:00.000Z,1949,,,FTG,250,EN SERVICE,160.976,28103
410001098,1949-01-01T00:00:00.000Z,1949,2015-05-28T22:00:00.000Z,2015,FTG,250,ABANDONNE,6.46,24253
410001099,1949-01-01T00:00:00.000Z,1949,2004-12-31T23:00:00.000Z,2004,FTG,250,ABANDONNE,135.618,20454
410001100,1949-01-01T00:00:00.000Z,1949,2004-12-31T23:00:00.000Z,2004,FTG,250,ABANDONNE,24.71,20454
410001101,1954-01-01T00:00:00.000Z,1954,2015-05-28T22:00:00.000Z,2015,FTG,250,ABANDONNE,10.435,22427
410001103,1949-01-01T00:00:00.000Z,1949,2004-12-31T23:00:00.000Z,2004,FTG,250,ABANDONNE,52.09,20454
410001104,1949-01-01T00:00:00.000Z,1949,2004-12-31T23:00:00.000Z,2004,FTG,250,ABANDONNE,95.742,20454
410001105,1949-01-01T00:00:00.000Z,1949,2004-12-31T23:00:00.000Z,2004,FTG,250,ABANDONNE,27.528,20454
410000053,1967-01-01T00:00:00.000Z,1967,2004-12-31T23:00:00.000Z,2004,FT,300,ABANDONNE,7.831,13880
410000054,1967-01-01T00:00:00.000Z,1967,2004-12-31T23:00:00.000Z,2004,FT,300,ABANDONNE,12.5,13880
410000055,1949-01-01T00:00:00.000Z,1949,,,FTG,150,EN SERVICE,1.892,28103
410000056,1949-01-01T00:00:00.000Z,1949,,,FTG,150,EN SERVICE,3.563,28103
410000057,1960-01-01T00:00:00.000Z,1960,,,POLY,36,EN SERVICE,20.07,24086
410000059,1967-01-01T00:00:00.000Z,1967,,,BTM,900,EN SERVICE,57.864,21529
410000060,1967-01-01T00:00:00.000Z,1967,,,BTM,900,EN SERVICE,23.903,21529
410000061,1967-01-01T00:00:00.000Z,1967,,,BTM,900,EN SERVICE,87.628,21529
410000062,1967-01-01T00:00:00.000Z,1967,,,BTM,900,EN SERVICE,12.838,21529
410000064,1967-01-01T00:00:00.000Z,1967,,,BTM,900,EN SERVICE,75.746,21529
410000065,1967-01-01T00:00:00.000Z,1967,,,BTM,900,EN SERVICE,12.722,21529
410000067,1967-01-01T00:00:00.000Z,1967,,,BTM,900,EN SERVICE,187.33,21529
410000068,1967-01-01T00:00:00.000Z,1967,,,BTM,900,EN SERVICE,31.286,21529
410000069,1967-01-01T00:00:00.000Z,1967,,,BTM,900,EN SERVICE,32.598,21529
410000070,1967-01-01T00:00:00.000Z,1967,,,BTM,900,EN SERVICE,6.908,21529
410000071,1967-01-01T00:00:00.000Z,1967,,,BTM,900,EN SERVICE,2.887,21529
410000482,1949-01-01T00:00:00.000Z,1949,,,FTG,300,EN SERVICE,33.381,28103
410000483,1992-01-01T00:00:00.000Z,1992,,,FT,100,EN SERVICE,72.141,12398
410000484,1992-01-01T00:00:00.000Z,1992,,,FT,100,EN SERVICE,1.517,12398
410000486,1986-01-01T00:00:00.000Z,1986,,,FT,100,EN SERVICE,22.358,14589
410000487,1949-01-01T00:00:00.000Z,1949,,,FTG,150,EN SERVICE,7.285,28103
410937197,2023-02-02T00:00:00.000Z,2023,,,PEHD,180,EN SERVICE,1.75,1043
410000493,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,35.469,28103
410000497,1949-01-01T00:00:00.000Z,1949,,,FTG,300,EN SERVICE,11.402,28103
410000503,1949-01-01T00:00:00.000Z,1949,,,FTG,80,EN SERVICE,24.301,28103
410000507,1949-01-01T00:00:00.000Z,1949,2008-12-08T13:36:24.000Z,2008,FTG,150,ABANDONNE,40.544,21891
410000508,1949-01-01T00:00:00.000Z,1949,2010-10-29T07:40:48.000Z,2010,FTG,150,ABANDONNE,31.609,22581
410000509,1949-01-01T00:00:00.000Z,1949,2010-10-29T07:40:47.000Z,2010,FTG,150,ABANDONNE,3.337,22581
410000510,1949-01-01T00:00:00.000Z,1949,2008-12-08T13:36:25.000Z,2008,FTG,150,ABANDONNE,17.067,21891
410000511,1949-01-01T00:00:00.000Z,1949,2008-12-08T13:35:06.000Z,2008,FTG,150,ABANDONNE,17.223,21891
410000512,1949-01-01T00:00:00.000Z,1949,2008-12-08T13:35:05.000Z,2008,FTG,150,ABANDONNE,3.032,21891
410001107,1949-01-01T00:00:00.000Z,1949,2004-12-31T23:00:00.000Z,2004,FTG,250,ABANDONNE,44.697,20454
410001108,1949-01-01T00:00:00.000Z,1949,2004-12-31T23:00:00.000Z,2004,FTG,250,ABANDONNE,11.354,20454
410001109,1949-01-01T00:00:00.000Z,1949,,,FTG,250,EN SERVICE,107.274,28103
410001110,1949-01-01T00:00:00.000Z,1949,,,FTG,250,EN SERVICE,92.637,28103
410001111,1949-01-01T00:00:00.000Z,1949,,,FTG,250,EN SERVICE,5.688,28103
410001112,1949-01-01T00:00:00.000Z,1949,,,FTG,200,EN SERVICE,3.647,28103
410001113,1993-01-01T00:00:00.000Z,1993,,,FT,100,EN SERVICE,11.603,12032
410001114,1993-01-01T00:00:00.000Z,1993,,,FT,100,EN SERVICE,86.606,12032
410001115,1993-01-01T00:00:00.000Z,1993,,,FT,100,EN SERVICE,102.51,12032
410001116,1993-01-01T00:00:00.000Z,1993,,,FT,100,EN SERVICE,59.79,12032
