GID,materiau,age_at_freeze,diametre,longueur,y_proba
410002607,FT,44.84873374401095,150.0,4.805,0.7434395739271062
410002963,FTG,74.84736481861738,60.0,110.369,0.5904660309886473
410002965,FTG,74.84736481861738,100.0,9.566,0.685227979153597
410002968,FTG,74.84736481861738,60.0,82.198,0.6158922596930436
410002969,FTG,74.84736481861738,60.0,7.589,0.8379572157390981
410002970,FTG,74.84736481861738,60.0,4.304,0.8259269282584671
410002972,FTG,74.84736481861738,80.0,17.393,0.7599432576420861
410002973,FTG,74.84736481861738,80.0,7.869,0.7305385606137128
410002977,FTG,74.84736481861738,100.0,9.04,0.6678421382151996
410002978,FTG,74.84736481861738,100.0,6.758,0.6395841722140418
410002979,FTG,74.84736481861738,100.0,12.362,0.5831867479839143
410002980,FTG,74.84736481861738,100.0,25.089,0.6364225429526816
410002981,FTG,74.84736481861738,100.0,3.9,0.7631081910480652
410002982,POLY,63.84941820670773,36.0,14.092,0.5097099274041865
410001789,FTG,74.84736481861738,80.0,6.991,0.7759364282500432
410002624,FT,35.84941820670773,100.0,1.63,0.9085377461697051
410002630,FT,52.84873374401095,150.0,45.447,0.8654533410823512
410002638,FT,52.84873374401095,150.0,4.424,0.8904258539684408
410002985,FTG,74.84736481861738,60.0,9.394,0.789804821781408
410002986,FTG,74.84736481861738,100.0,52.353,0.6768130753832902
410002987,FTG,74.84736481861738,100.0,60.436,0.662704984689133
410002988,FTG,74.84736481861738,100.0,38.245,0.6364147600935225
410002990,FTG,74.84736481861738,100.0,37.221,0.6364147600935225
410002991,FTG,74.84736481861738,100.0,3.209,0.7674371871972547
410002994,FT,46.847364818617386,80.0,2.584,0.6319302188921538
410002995,FTG,74.84736481861738,60.0,17.079,0.7852312289845103
410003000,FT,37.84804928131417,100.0,7.0,0.5219748526122358
410001806,FT,45.84804928131417,100.0,3.032,0.7819221854717091
410001810,FTG,74.84736481861738,150.0,9.094,0.7064607382523085
410001811,FT,56.84873374401095,300.0,6.315,0.6239460370747638
410001819,FTG,74.84736481861738,300.0,20.338,0.5412437272374973
416503365,FT,15.852156057494867,100.0,0.431,0.6334918007928405
410002641,FTG,74.84736481861738,100.0,28.967,0.6364225429526816
410002642,FTG,74.84736481861738,100.0,5.487,0.6395841722140418
410002643,FTG,74.84736481861738,100.0,8.992,0.6492589833844793
410002644,FTG,74.84736481861738,150.0,53.583,0.6931261282756667
410003007,FT,32.84873374401095,200.0,2.739,0.6596056563534605
410003012,FTG,74.84736481861738,80.0,3.982,0.8116467203464708
410003017,FTG,74.84736481861738,150.0,87.902,0.6150323262606479
410003018,FTG,74.84736481861738,150.0,137.666,0.628493558848175
410003019,FTG,74.84736481861738,150.0,18.699,0.7024713616167947
410003020,FTG,74.84736481861738,150.0,74.474,0.5185382098851978
410003021,FTG,74.84736481861738,150.0,27.366,0.7056186756455672
410003025,FTG,74.84736481861738,150.0,21.389,0.7075136699820894
410003027,FTG,74.84736481861738,150.0,5.596,0.6385801509640419
410001842,FT,53.84804928131417,100.0,1.891,0.710354278657847
410002261,FTG,74.84736481861738,100.0,8.797,0.6671595339421663
410002274,FT,34.847364818617386,100.0,4.257,0.7914932694775216
410002276,FT,54.847364818617386,100.0,45.973,0.6790907805062
410002277,FT,54.847364818617386,100.0,61.783,0.6584262794105996
410002278,FT,54.847364818617386,100.0,5.159,0.8085232076004654
410002665,FTG,74.84736481861738,60.0,72.431,0.6033059033190811
410002674,FT,56.84873374401095,150.0,36.631,0.593735883254003
410002684,FTG,63.84941820670773,250.0,33.686,0.6658635731935153
410003029,FTG,74.84736481861738,150.0,23.623,0.7075136699820894
410003030,FTG,74.84736481861738,150.0,67.247,0.5387962897280453
410003031,FTG,74.84736481861738,150.0,154.129,0.5380932771327785
410003032,FTG,74.84736481861738,150.0,112.092,0.5571274384394425
